strategy,mean,min,median,max,neg
overlay0.80+guarded0.05+balanced0.15,0.02209030138442758,0.005400195626954443,0.019829114452337426,0.04449084728195496,0
overlay0.80+target30.15+scoreprop500.05,0.022087123785344553,0.006496976371184196,0.019448595558557685,0.042647266634589134,0
overlay0.70+balanced0.05+scoreprop300.25,0.022079608971135534,0.003912596974612818,0.018828002785895942,0.04258480004959525,0
overlay0.70+adaptive0.05+guarded_v20.25,0.02207738743943772,0.004972802035332249,0.01811000446375441,0.04524326546525599,0
overlay0.80+aggressive0.15+target30.05,0.02206894023431826,0.005488087352702065,0.018923348090324546,0.04461652976001544,0
overlay0.80+balanced0.15+scoreprop500.05,0.022065466903844554,0.00529736173614799,0.020542922885117512,0.04401113746084198,0
overlay0.80+aggressive0.15+balanced0.05,0.022061487975411218,0.005088215807690019,0.019615493227156527,0.0450711421307152,0
overlay0.70+target30.05+scoreprop300.25,0.02205643021701524,0.004244790328939214,0.018514694954843314,0.04187906763578547,0
overlay0.70+scoreprop300.15+scoreprop400.15,0.022055217324575417,0.003679508278692678,0.01979676969553623,0.042396564391879776,0
overlay0.80+aggressive0.10+target30.10,0.022046643356065782,0.00604394880734635,0.018700961011258482,0.04387176996493558,0
overlay0.80+aggressive0.10+balanced0.10,0.022031738838251748,0.005244205717322224,0.019722303839746977,0.04478099470633509,0
overlay0.70+guarded0.15+scoreprop300.15,0.022028027257073035,0.004236656625076524,0.018138071739943848,0.04370065762371894,0
overlay0.80+aggressive0.05+target30.15,0.022024346477813303,0.006599810261990628,0.019359113093853283,0.043127010169855706,0
overlay_0.80+target3_0.20,0.022002049599560827,0.0071556717166349135,0.020017265176448078,0.04238225037477586,0
overlay0.80+aggressive0.05+balanced0.15,0.02200198970109227,0.005400195626954443,0.019829114452337426,0.04449084728195496,0
overlay0.70+aggressive0.10+scoreprop300.20,0.021999849110432686,0.004002445606062527,0.018415634446275128,0.0433158522432201,0
overlay0.80+balanced0.05+target30.15,0.021994597340653826,0.00675580017162284,0.019251544253804397,0.0428368627454756,0
overlay0.80+balanced0.10+target30.10,0.021987145081746835,0.006355928626610788,0.0185516347912639,0.04329147511617537,0
overlay0.70+scoreprop300.10+scoreprop400.20,0.0219849322310271,0.0037399351877897002,0.01998196983274854,0.04238974506972665,0
overlay_0.75+guarded_0.25,0.021984804337079358,0.0049411407336161575,0.018408766100982715,0.045278030727293694,0
overlay0.70+guarded_v20.20+scoreprop300.10,0.02198295334199206,0.004525244782679141,0.01782900159651113,0.04411312075254667,0
overlay0.70+scoreprop300.20+scoreprop500.10,0.0219815660880168,0.0037940488179504447,0.019874384217730967,0.042075858565229884,0
overlay0.80+balanced0.15+target30.05,0.02197969282283985,0.005956057081598715,0.01924377992809588,0.04374608748687517,0
overlay_0.80+balanced_0.20,0.021972240563932807,0.005556185536586669,0.019935925064927862,0.04420069985757488,0
overlay0.70+adaptive0.10+aggressive0.20,0.021966289711910822,0.004833358200026533,0.01898871636101368,0.04523828767754219,0
overlay0.70+adaptive0.05+guarded0.25,0.02192233063674931,0.004891706884600555,0.018148782974206495,0.045216529788516646,0
