set,current_votes,top_k,power,mean_excess,min_excess,max_excess,neg_windows,mean_portfolio_return,avg_candidates,avg_names,vals
tree_shapes,2,30,32,0.07507029719816184,-0.0034579543500278635,0.1768862816185786,1,0.07925494271516072,8.083333333333334,30.0,"0.03912,0.05772,0.17689,0.05252,-0.00346,0.07223,0.05778,0.07423,0.10009,0.08692,0.08384,0.10296"
core_factor3,2,50,4,0.07506312705633159,0.03619814542778132,0.15786732600571815,0,0.07924777257333047,5.0,38.25,"0.03620,0.06865,0.15787,0.04933,0.04537,0.07771,0.06025,0.07648,0.09024,0.07651,0.07190,0.09025"
hybrid_broad,4,40,4,0.07502153098252935,0.0373153888722026,0.15153630236157004,0,0.07920617649952824,14.0,35.833333333333336,"0.03732,0.06111,0.15154,0.05073,0.04252,0.07779,0.06836,0.07703,0.09200,0.08117,0.07053,0.09016"
tree_shapes,2,60,64,0.07489331048666391,-0.0034852953302636387,0.1770719682275644,1,0.07907795600366278,8.083333333333334,58.0,"0.03910,0.05769,0.17707,0.05180,-0.00349,0.07195,0.05829,0.07459,0.09961,0.08677,0.08315,0.10219"
hybrid_broad,2,35,4,0.07484465027676403,0.03788252522118633,0.16037200324463963,0,0.0790292957937629,12.0,32.916666666666664,"0.04028,0.06306,0.16037,0.04135,0.03788,0.07691,0.07019,0.07703,0.09200,0.07803,0.07089,0.09016"
core_plus_alpha,1,50,4,0.07483870714099286,0.03773574172430413,0.15786732600571815,0,0.07902335265799174,5.0,38.25,"0.03774,0.06865,0.15787,0.04724,0.04537,0.07771,0.06025,0.07648,0.09024,0.07437,0.07190,0.09025"
tree_shapes,2,35,32,0.07478567024032416,-0.003488221018883301,0.1759462048986534,1,0.07897031575732304,8.083333333333334,35.0,"0.03905,0.05761,0.17595,0.05179,-0.00349,0.07195,0.05828,0.07460,0.09959,0.08676,0.08314,0.10219"
hybrid_strong,1,40,4,0.07474001855452438,0.03907020183268024,0.15623200472212675,0,0.07892466407152327,8.0,35.833333333333336,"0.03907,0.06141,0.15623,0.04374,0.04225,0.07771,0.06836,0.07648,0.09024,0.07927,0.07185,0.09025"
hybrid_strong,0,30,4,0.07463713357916286,0.0360825343757153,0.1632275050924993,0,0.07882177909616175,7.0,30.0,"0.03811,0.06449,0.16323,0.03608,0.03856,0.07771,0.07044,0.07648,0.09024,0.07922,0.07084,0.09025"
tree_shapes,2,80,64,0.07459188757774154,-0.0035115283707565347,0.1770719682275644,1,0.07877653309474043,8.083333333333334,73.0,"0.03910,0.05769,0.17707,0.05061,-0.00351,0.07143,0.05929,0.07502,0.09903,0.08657,0.08199,0.10082"
tree_shapes,2,40,32,0.07456983424541204,-0.003501952410504777,0.17534209393268801,1,0.07875447976241091,8.083333333333334,40.0,"0.03902,0.05758,0.17534,0.05115,-0.00350,0.07168,0.05880,0.07487,0.09924,0.08665,0.08254,0.10147"
tree_shapes,4,30,4,0.07455878969212965,0.040430338540440584,0.1647248100135029,0,0.07874343520912853,10.083333333333334,30.0,"0.04043,0.06547,0.16472,0.04253,0.04480,0.07421,0.06461,0.07432,0.08051,0.08397,0.07332,0.08582"
