cands,wg,mode,top,power,maxw,mean,median,min,max,neg,vals,objective
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,4:2:1,rerank,35,8,0.1,0.02419384302766651,0.01817620535308915,-0.019124913571023375,0.12531627286135866,4,"-0.0053,0.0460,-0.0191,0.0306,0.0646,-0.0096,0.1253,0.0136,0.0020,-0.0051,0.0228,0.0247",-0.029828243509020767
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:1:1,rerank,35,8,0.1,0.02556124161167013,0.01672548498880197,-0.02071424230556841,0.13494749199744777,4,"-0.0064,0.0477,-0.0207,0.0306,0.0696,-0.0104,0.1349,0.0109,0.0010,-0.0009,0.0225,0.0278",-0.029849658275030326
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,3:2:1,rerank,30,3,0.1,0.02420057220996073,0.009140733245403196,-0.014692867650063453,0.11587958678416335,4,"-0.0092,0.0565,-0.0147,0.0264,0.0624,-0.0015,0.1159,0.0089,0.0050,-0.0020,0.0093,0.0334",-0.029872928406456382
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:2:1,rerank,30,4,0.1,0.02481035515855501,0.01261715625378618,-0.01748986377160991,0.11606914230581282,4,"-0.0070,0.0577,-0.0175,0.0278,0.0655,-0.0042,0.1161,0.0116,0.0040,-0.0010,0.0136,0.0310",-0.029898416228275083
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,2:1:1:1,rerank,35,8,0.1,0.025554359982264657,0.01629535787113051,-0.02057380293547678,0.13453785043828864,4,"-0.0064,0.0538,-0.0206,0.0289,0.0684,-0.0142,0.1345,0.0109,0.0005,-0.0004,0.0217,0.0294",-0.029901314417682262
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:2:1,rerank,40,2,0.06,0.01509699972941841,0.0035609241356644623,-0.01685717543216067,0.06758038891925251,3,"-0.0070,0.0542,-0.0169,0.0163,0.0361,0.0017,0.0676,0.0017,0.0006,0.0054,-0.0077,0.0291",-0.029949028289178656
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1:1,rerank,50,8,0.08,0.021177628106232794,0.009203617552670774,-0.009815099277301648,0.11951023700121184,4,"-0.0075,0.0515,-0.0098,0.0231,0.0446,-0.0096,0.1195,0.0088,0.0005,-0.0031,0.0096,0.0265",-0.029950346194346965
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,4:2:1,rerank,35,4,0.1,0.023540895929898182,0.010763668876235095,-0.014547827403660424,0.1155572068785013,4,"-0.0092,0.0544,-0.0145,0.0270,0.0609,-0.0019,0.1156,0.0092,0.0043,-0.0073,0.0123,0.0317",-0.029958699849427547
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,4:2:1,rerank,40,8,0.1,0.02391188074792581,0.01748268259592017,-0.01859994799263412,0.12094279068966776,4,"-0.0058,0.0459,-0.0186,0.0306,0.0646,-0.0078,0.1209,0.0130,0.0021,-0.0061,0.0220,0.0259",-0.030003283268878606
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1,blend,0,0,0.06,0.014299352909025405,0.003685513607980519,-0.015699365694297092,0.05367386770175878,3,"0.0009,0.0486,-0.0157,0.0202,0.0400,0.0004,0.0537,-0.0006,0.0030,0.0043,-0.0048,0.0215",-0.0300146124251587
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:1:1,rerank,40,8,0.1,0.025420303749861078,0.01594911306619558,-0.020381188967929204,0.13189765783215596,4,"-0.0068,0.0477,-0.0204,0.0304,0.0698,-0.0087,0.1319,0.0102,0.0010,-0.0003,0.0217,0.0285",-0.03002367571103777
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,4:2:1:1,rerank,35,8,0.06,0.020677200349487015,0.00874210149140086,-0.008894844828687715,0.09754074235357318,4,"0.0113,0.0622,-0.0038,0.0262,0.0329,-0.0075,0.0975,-0.0028,0.0062,-0.0089,0.0004,0.0343",-0.030037076100305357
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,1:1:1,rerank,50,4,0.06,0.017633427771448468,0.00846117676774236,-0.023690022089320827,0.09503659418063079,3,"0.0135,0.0487,-0.0237,0.0228,0.0485,-0.0164,0.0950,-0.0118,0.0035,0.0023,0.0008,0.0284",-0.030042232451821322
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,4:2:1,rerank,30,8,0.1,0.024585947757475028,0.018920246463953974,-0.020515888773936043,0.13118607359589501,4,"-0.0046,0.0464,-0.0205,0.0302,0.0644,-0.0109,0.1312,0.0143,0.0019,-0.0048,0.0236,0.0239",-0.030047511567700406
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,3:2:1,rerank,35,8,0.1,0.024519263099355797,0.016910875518249626,-0.019461869936771306,0.1256668081850857,4,"-0.0055,0.0477,-0.0195,0.0306,0.0654,-0.0119,0.1257,0.0112,0.0031,-0.0016,0.0227,0.0264",-0.030084596207232098
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,4:2:1:1,rerank,40,8,0.06,0.0204918536221709,0.008318981814272687,-0.008474048111723864,0.0976758497476168,4,"0.0108,0.0626,-0.0044,0.0258,0.0327,-0.0071,0.0977,-0.0023,0.0059,-0.0085,0.0002,0.0325",-0.030096880700581613
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1,blend,0,0,0.08,0.014574041471739055,0.0029579369164994766,-0.015932142398257125,0.051255970629480244,3,"0.0013,0.0480,-0.0159,0.0190,0.0469,0.0018,0.0513,-0.0021,0.0040,0.0019,-0.0048,0.0235",-0.030097862892265383
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1,blend,0,0,0.1,0.01456595150447606,0.0029579369164994766,-0.015932142398257125,0.051255970629480244,3,"0.0013,0.0480,-0.0159,0.0190,0.0474,0.0012,0.0513,-0.0021,0.0040,0.0019,-0.0048,0.0235",-0.030105952859528377
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,1:1:1:1,rerank,40,3,0.08,0.019824539175174606,0.00267861767788355,-0.024576540304424778,0.09546617808676132,3,"0.0003,0.0569,-0.0246,0.0254,0.0585,-0.0081,0.0955,-0.0061,0.0031,0.0010,0.0022,0.0339",-0.030117799704115197
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1:1,rerank,30,4,0.08,0.021435480116773584,0.009268873702784966,-0.010577626394312804,0.12031883070511201,4,"-0.0068,0.0524,-0.0081,0.0234,0.0439,-0.0106,0.1203,0.0089,0.0004,-0.0028,0.0097,0.0267",-0.03013043360897861
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1:1,rerank,35,4,0.1,0.02257064713200084,0.011577955344069656,-0.013633534554188278,0.1203401084584894,4,"-0.0136,0.0512,-0.0135,0.0266,0.0583,-0.0025,0.1203,0.0113,0.0009,-0.0060,0.0118,0.0261",-0.03013608699729123
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,3:2:1,rerank,35,4,0.1,0.02416494318937036,0.009774229887354144,-0.015481271323781659,0.11580940894959883,4,"-0.0096,0.0559,-0.0155,0.0269,0.0630,-0.0012,0.1158,0.0092,0.0046,-0.0024,0.0103,0.0329",-0.030191550638692395
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,3:2:1,rerank,40,8,0.1,0.024308814732773115,0.01629241952033174,-0.019041642651991847,0.12195157037144629,4,"-0.0059,0.0476,-0.0190,0.0308,0.0657,-0.0095,0.1220,0.0108,0.0032,-0.0025,0.0218,0.0269",-0.030228445002322475
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,1:1:1:1,rerank,50,4,0.08,0.019558098658812483,0.0025673144346055683,-0.02427094706799595,0.09343686865733766,3,"0.0006,0.0557,-0.0243,0.0253,0.0579,-0.0077,0.0934,-0.0055,0.0033,0.0008,0.0018,0.0332",-0.030234275251603417
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1:1,rerank,30,4,0.1,0.02357431753474092,0.013842764867853637,-0.016622560786564364,0.10114378319322768,4,"-0.0076,0.0561,-0.0166,0.0269,0.0699,-0.0039,0.1011,0.0092,0.0002,-0.0020,0.0185,0.0310",-0.03024638947684161
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:1:1,rerank,30,8,0.1,0.025520207152686075,0.017583823466355477,-0.02175762804165958,0.13573486897910797,4,"-0.0055,0.0480,-0.0218,0.0305,0.0690,-0.0114,0.1357,0.0118,0.0009,-0.0011,0.0234,0.0266",-0.03025922263240303
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,1:1:1,rerank,35,2,0.06,0.017445906324158694,0.008198515685172835,-0.02363172910994915,0.09394433281097533,3,"0.0131,0.0482,-0.0236,0.0224,0.0487,-0.0154,0.0939,-0.0119,0.0033,0.0016,0.0006,0.0284",-0.03027357643625895
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,2:1:1:1,rerank,40,8,0.1,0.025374193341045858,0.015023686184288277,-0.020278644372521415,0.13071445166258785,4,"-0.0070,0.0540,-0.0203,0.0288,0.0686,-0.0114,0.1307,0.0105,0.0008,-0.0010,0.0195,0.0312",-0.03028588742718051
weekly_alpha_auto|meta_portfolio_ensemble,3:1,rerank,30,8,0.1,0.02389301372210033,0.018871987406166798,-0.01976371229559229,0.13193121477287015,4,"-0.0064,0.0446,-0.0198,0.0282,0.0615,-0.0097,0.1319,0.0168,0.0016,-0.0093,0.0263,0.0210",-0.030303617433405004
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,50,2,0.06,0.013121948334202329,0.003539206169076603,-0.014173528482436512,0.06047206622493731,3,"-0.0043,0.0476,-0.0142,0.0168,0.0320,0.0009,0.0605,0.0025,0.0014,0.0046,-0.0130,0.0227",-0.0303204069045366
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,50,2,0.08,0.013121948334202329,0.003539206169076603,-0.014173528482436512,0.06047206622493731,3,"-0.0043,0.0476,-0.0142,0.0168,0.0320,0.0009,0.0605,0.0025,0.0014,0.0046,-0.0130,0.0227",-0.0303204069045366
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,50,2,0.1,0.013121948334202329,0.003539206169076603,-0.014173528482436512,0.06047206622493731,3,"-0.0043,0.0476,-0.0142,0.0168,0.0320,0.0009,0.0605,0.0025,0.0014,0.0046,-0.0130,0.0227",-0.0303204069045366
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,4:2:1:1,rerank,30,3,0.1,0.023675191890307198,0.010746474257745584,-0.01540170295416872,0.11259614429613651,4,"-0.0047,0.0535,-0.0154,0.0300,0.0615,-0.0035,0.1126,0.0081,0.0039,-0.0074,0.0133,0.0321",-0.03034188760487036
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1:1,rerank,30,3,0.1,0.022421964255182128,0.010907934608008582,-0.01340025350315932,0.11977324352580292,4,"-0.0134,0.0517,-0.0126,0.0264,0.0574,-0.0030,0.1198,0.0111,0.0011,-0.0063,0.0107,0.0262",-0.03034580746431089
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1:1,rerank,30,3,0.08,0.021010228359176947,0.008263923999754407,-0.009857427593692625,0.11731261879853305,4,"-0.0094,0.0520,-0.0099,0.0232,0.0444,-0.0075,0.1173,0.0090,0.0005,-0.0025,0.0075,0.0274",-0.030425050997112308
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,4:2:1,rerank,30,3,0.08,0.021959540581342876,0.007805835903810166,-0.011211839328011508,0.1149350354624343,4,"-0.0034,0.0559,-0.0112,0.0236,0.0477,-0.0079,0.1149,0.0064,0.0044,-0.0053,0.0092,0.0292",-0.03042581224432098
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1:1,rerank,30,4,0.08,0.022247482435075974,0.008724534858799489,-0.012168591555618877,0.0992033439756281,4,"-0.0009,0.0603,-0.0122,0.0225,0.0567,-0.0111,0.0992,0.0060,-0.0004,0.0017,0.0115,0.0337",-0.030436312040655507
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,35,8,0.08,0.0202139207730877,0.01024927151382449,-0.009547669217592068,0.07757550156642169,4,"-0.0095,0.0700,-0.0075,0.0226,0.0465,-0.0077,0.0776,0.0107,0.0023,0.0098,-0.0022,0.0300",-0.030439899303320195
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,3:2:1,rerank,30,8,0.1,0.02475045815412909,0.017497608257352568,-0.02073903061507404,0.13142032737340367,4,"-0.0048,0.0481,-0.0207,0.0302,0.0651,-0.0141,0.1314,0.0114,0.0029,-0.0015,0.0235,0.0254",-0.030443677737709562
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1:1,rerank,35,3,0.1,0.023224119333035646,0.0073056821366302045,-0.013121284882395244,0.11673740236878666,4,"-0.0068,0.0571,-0.0131,0.0235,0.0642,-0.0060,0.1167,0.0065,0.0014,-0.0062,0.0082,0.0333",-0.030456946955412442
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,2:1:1:1,rerank,30,8,0.1,0.02538611195543704,0.017050102595753607,-0.02162112226612091,0.1366861309594124,4,"-0.0054,0.0536,-0.0216,0.0287,0.0679,-0.0168,0.1367,0.0110,0.0000,-0.0005,0.0231,0.0281",-0.030471530625509422
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,3:2:1:1,rerank,50,8,0.1,0.024222806551857448,0.012759051705469211,-0.01756637243220313,0.1170327266628377,4,"-0.0074,0.0513,-0.0176,0.0308,0.0663,-0.0056,0.1170,0.0103,0.0035,-0.0048,0.0152,0.0315",-0.03048930139582367
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,4:2:1,rerank,35,4,0.08,0.02196021964597218,0.008061021283907961,-0.011485861887447574,0.11547983323199634,4,"-0.0032,0.0554,-0.0115,0.0236,0.0478,-0.0082,0.1155,0.0064,0.0042,-0.0053,0.0097,0.0290",-0.030512991101323973
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1:1,rerank,40,4,0.1,0.023420708621151688,0.00875285622913272,-0.01427117909872206,0.11738404613448407,4,"-0.0072,0.0560,-0.0143,0.0246,0.0649,-0.0050,0.1174,0.0070,0.0012,-0.0064,0.0105,0.0323",-0.030516141969341735
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1,rerank,30,8,0.08,0.021947277856408185,0.01256993911509011,-0.01373356005209489,0.08020939463467813,4,"-0.0102,0.0795,-0.0137,0.0255,0.0512,-0.0132,0.0802,0.0082,0.0034,0.0170,-0.0024,0.0380",-0.030521876440321716
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,4:2:1:1,rerank,35,4,0.1,0.02376979091935817,0.01137703452697535,-0.01624180152074372,0.11410159285603312,4,"-0.0054,0.0529,-0.0162,0.0303,0.0621,-0.0029,0.1141,0.0086,0.0036,-0.0075,0.0141,0.0315",-0.03056217963499546
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,4:2:1:1,rerank,30,4,0.06,0.020236596605586143,0.00779458156033255,-0.008630113236594766,0.09769194600875777,4,"0.0100,0.0623,-0.0050,0.0257,0.0330,-0.0073,0.0977,-0.0024,0.0056,-0.0086,0.0002,0.0316",-0.03060309686827095
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1:1,rerank,35,4,0.08,0.020985738152393612,0.008456470884182082,-0.010226849091009002,0.11761391662323578,4,"-0.0091,0.0516,-0.0102,0.0231,0.0447,-0.0077,0.1176,0.0089,0.0005,-0.0027,0.0080,0.0272",-0.030613430036957164
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,4:2:1,rerank,30,4,0.1,0.023491831784432093,0.014479076965924677,-0.017443922785295413,0.11616379558250817,4,"-0.0050,0.0456,-0.0174,0.0304,0.0646,-0.0052,0.1162,0.0096,0.0021,-0.0075,0.0194,0.0293",-0.030630798796967753
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1:1,rerank,30,8,0.06,0.020866280072611893,0.009869009438867274,-0.010770613727615598,0.10117895117978427,4,"-0.0028,0.0679,-0.0037,0.0162,0.0334,-0.0062,0.1012,0.0048,0.0030,0.0149,-0.0108,0.0325",-0.030635385332297285
weekly_alpha_auto|meta_portfolio_ensemble,3:1,rerank,50,8,0.1,0.021924846762016777,0.016989552553396473,-0.016198665254241962,0.11945869555181234,4,"-0.0092,0.0416,-0.0152,0.0307,0.0598,-0.0079,0.1195,0.0163,0.0015,-0.0162,0.0246,0.0177",-0.03069748662450946
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1:1,rerank,40,8,0.08,0.02178214175522863,0.009989638109795619,-0.012484050892820134,0.1223351852772653,4,"-0.0047,0.0521,-0.0057,0.0237,0.0440,-0.0125,0.1223,0.0083,0.0004,-0.0040,0.0117,0.0257",-0.030711397347524764
weekly_alpha_auto|meta_portfolio_ensemble,2:1,rerank,40,8,0.1,0.0226402519728827,0.018388720155198574,-0.018134743970718153,0.11986552800022682,4,"-0.0079,0.0418,-0.0181,0.0314,0.0615,-0.0074,0.1199,0.0162,0.0011,-0.0128,0.0255,0.0206",-0.03072397836298862
weekly_alpha_auto|meta_portfolio_ensemble,2:1,rerank,35,8,0.1,0.02324776667557601,0.018653485807223848,-0.019373065797640115,0.12465142119643971,4,"-0.0071,0.0427,-0.0194,0.0309,0.0619,-0.0080,0.1247,0.0162,0.0011,-0.0108,0.0256,0.0211",-0.030780027060840903
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,3:2:1,rerank,35,4,0.06,0.020036328185644957,0.004380534869091167,-0.006891160670266683,0.10064227887014526,4,"0.0005,0.0632,-0.0065,0.0186,0.0356,-0.0058,0.1006,-0.0015,0.0064,0.0023,-0.0069,0.0339",-0.030784207755787704
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:2:1,rerank,50,8,0.1,0.024433881647265426,0.01232173220013684,-0.018245681403097347,0.11445636043459823,4,"-0.0075,0.0566,-0.0182,0.0278,0.0656,-0.0036,0.1145,0.0115,0.0039,-0.0012,0.0132,0.0306",-0.03081700753455193
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,3:2:1,rerank,50,8,0.06,0.020249772628936995,0.00443281894132878,-0.007406291725344145,0.10059024427042448,4,"0.0011,0.0633,-0.0060,0.0188,0.0359,-0.0054,0.1006,-0.0009,0.0067,0.0022,-0.0074,0.0341",-0.03086415672387086
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,40,8,0.08,0.02006618373926101,0.01027382435857117,-0.010078194055802778,0.07795770458456987,4,"-0.0087,0.0675,-0.0101,0.0224,0.0470,-0.0073,0.0780,0.0113,0.0022,0.0093,-0.0004,0.0297",-0.030898585386649306
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1:1,rerank,50,8,0.1,0.02330228314163596,0.013689656923265094,-0.01725654668794701,0.10046257879604098,4,"-0.0080,0.0551,-0.0173,0.0268,0.0697,-0.0033,0.1005,0.0091,0.0003,-0.0021,0.0182,0.0304",-0.030944747794152717
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,3:2:1,rerank,30,3,0.06,0.02006903017872169,0.004491757051914421,-0.007276873877676296,0.10078675868467465,4,"0.0004,0.0634,-0.0065,0.0185,0.0355,-0.0057,0.1008,-0.0015,0.0067,0.0023,-0.0073,0.0341",-0.030949567032309763
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1:1,rerank,35,3,0.1,0.022505570005627765,0.007008645335610061,-0.012645476148330365,0.11392862788490081,4,"-0.0096,0.0552,-0.0126,0.0243,0.0586,-0.0031,0.1139,0.0089,0.0035,-0.0023,0.0051,0.0282",-0.030979122082687438
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,30,3,0.1,0.02439672964763236,0.008939027197652875,-0.016796383360543427,0.11702759593137496,4,"-0.0057,0.0563,-0.0168,0.0260,0.0688,-0.0075,0.1170,0.0054,0.0028,-0.0036,0.0124,0.0375",-0.030999392209397833
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,35,4,0.1,0.024380139621647756,0.009621759934691956,-0.01722592338426439,0.11686078216046368,4,"-0.0062,0.0557,-0.0172,0.0265,0.0690,-0.0067,0.1169,0.0059,0.0026,-0.0040,0.0133,0.0368",-0.03106888642850329
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1:1,rerank,40,4,0.1,0.022675025220554843,0.008555318470257773,-0.01386821938459018,0.11444644793943066,4,"-0.0101,0.0541,-0.0139,0.0253,0.0595,-0.0026,0.1144,0.0097,0.0031,-0.0025,0.0074,0.0276",-0.031079310869121933
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,1:1:1:1,blend,0,0,0.06,0.015011956480909071,0.005412619086354148,-0.019534519562602826,0.05904371025721993,3,"0.0071,0.0474,-0.0195,0.0236,0.0432,-0.0079,0.0590,-0.0016,0.0038,0.0017,0.0016,0.0218",-0.03108496953074638
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,3:2:1,rerank,30,4,0.1,0.02374908681323011,0.013312667927454658,-0.018068148996919615,0.11792109613777055,4,"-0.0050,0.0480,-0.0181,0.0306,0.0629,-0.0063,0.1179,0.0076,0.0036,-0.0037,0.0191,0.0284",-0.03109800220668526
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1:1,rerank,35,8,0.06,0.02055902941865774,0.008982705217977194,-0.010623029741432796,0.10138858731422423,4,"-0.0030,0.0665,-0.0043,0.0173,0.0318,-0.0063,0.1014,0.0040,0.0036,0.0139,-0.0106,0.0325",-0.03111997686080878
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,4:2:1,rerank,40,4,0.1,0.022747289751611003,0.008173235420803771,-0.01386821938459018,0.11167598167606926,4,"-0.0088,0.0543,-0.0139,0.0253,0.0596,-0.0022,0.1117,0.0076,0.0048,-0.0065,0.0088,0.0324",-0.031121671252901974
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:1:1,rerank,35,8,0.08,0.023248590840909678,0.011055562012158324,-0.01614918735612833,0.12402683427444657,4,"0.0072,0.0510,-0.0118,0.0268,0.0567,-0.0161,0.1240,-0.0021,0.0004,-0.0002,0.0149,0.0281",-0.031124252969119824
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1:1,rerank,35,8,0.08,0.021894829687092974,0.010287576628599655,-0.013524368128429609,0.12369809120449742,4,"-0.0045,0.0510,-0.0027,0.0240,0.0440,-0.0135,0.1237,0.0079,0.0005,-0.0052,0.0126,0.0248",-0.031133518201384894
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,3:2:1:1,rerank,30,3,0.1,0.023529148165395187,0.009420171148820204,-0.01581643869043045,0.10941860014892803,4,"-0.0056,0.0529,-0.0158,0.0303,0.0643,-0.0053,0.1094,0.0071,0.0041,-0.0052,0.0117,0.0343",-0.031134663704217025
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1,blend,0,0,0.06,0.013868974292999272,0.0028886753226245476,-0.016473207204910252,0.05110950320086103,3,"0.0019,0.0475,-0.0165,0.0188,0.0411,0.0025,0.0511,-0.0031,0.0033,0.0024,-0.0049,0.0223",-0.031148347433159522
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,4:2:1,rerank,35,3,0.1,0.022387141470176952,0.006693547660608937,-0.012645476148330365,0.10890986288796545,4,"-0.0080,0.0554,-0.0126,0.0241,0.0587,-0.0031,0.1089,0.0066,0.0052,-0.0059,0.0068,0.0328",-0.031192079920638587
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,4:2:1:1,rerank,50,8,0.06,0.01975775845161652,0.0067019702597048095,-0.008273953673066305,0.09770534254526535,4,"0.0090,0.0608,-0.0058,0.0253,0.0333,-0.0079,0.0977,-0.0013,0.0044,-0.0083,0.0009,0.0289",-0.031196022674311822
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,4:2:1,rerank,50,8,0.1,0.023347302896662567,0.014611962291501517,-0.018228174414913013,0.11497400013318625,4,"-0.0055,0.0453,-0.0182,0.0304,0.0649,-0.0047,0.1150,0.0099,0.0021,-0.0077,0.0193,0.0294",-0.031206013064834788
weekly_alpha_auto|meta_portfolio_ensemble,3:1,rerank,30,4,0.1,0.021829646957450512,0.015874944378303422,-0.01646502641453284,0.1204258684881431,4,"-0.0083,0.0418,-0.0149,0.0307,0.0592,-0.0086,0.1204,0.0140,0.0016,-0.0165,0.0248,0.0177",-0.031286885577778166
weekly_alpha_auto|meta_portfolio_ensemble,2:1,blend,0,0,0.1,0.022112234494242405,0.019102263771237655,-0.01856030476796945,0.09858065104545162,4,"-0.0054,0.0452,-0.0186,0.0317,0.0627,-0.0068,0.0986,0.0163,0.0011,-0.0080,0.0267,0.0219",-0.03129326923516797
