cands,wg,mode,top,power,maxw,mean,median,min,max,neg,vals,objective
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,30,2,0.08,0.02113139680977753,0.003938615023723746,-0.016892266562670538,0.1068813940305259,5,"-0.0013,0.0561,-0.0169,0.0224,0.0567,-0.0109,0.1069,-0.0003,0.0028,-0.0022,0.0051,0.0350",-0.047822378620707665
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1:1,rerank,40,3,0.06,0.018669114890345017,0.0002227228568028076,-0.01110870421347658,0.10176105481015126,5,"0.0002,0.0572,-0.0111,0.0180,0.0401,-0.0102,0.1018,-0.0008,0.0003,-0.0008,-0.0024,0.0319",-0.04792929078070009
weekly_alpha_auto|meta_portfolio_ensemble,1:1,rerank,40,4,0.08,0.01861648362189836,0.013336107164577043,-0.017768112109305734,0.10369715879638121,5,"-0.0037,0.0368,-0.0110,0.0311,0.0477,-0.0096,0.1037,0.0098,-0.0005,-0.0178,0.0200,0.0169",-0.04804355149431196
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,3:2:1,rerank,35,2,0.08,0.019374752859911814,0.0031352480680756295,-0.013963208818144043,0.09791134139453715,5,"-0.0051,0.0543,-0.0140,0.0207,0.0473,-0.0037,0.0979,0.0014,0.0048,-0.0004,-0.0021,0.0314",-0.04806259801055192
weekly_alpha_auto|meta_portfolio_ensemble,2:1,rerank,35,4,0.08,0.019014345744841215,0.013719836866799524,-0.01866821130521263,0.10730510035277502,5,"-0.0020,0.0385,-0.0114,0.0297,0.0452,-0.0083,0.1073,0.0105,-0.0003,-0.0187,0.0207,0.0169",-0.0480706299782465
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1:1,rerank,35,2,0.08,0.018350206820501553,0.0024280619100464597,-0.011922928374692249,0.10427112285530442,5,"-0.0089,0.0514,-0.0119,0.0203,0.0428,-0.0024,0.1043,0.0038,0.0011,-0.0057,-0.0007,0.0263",-0.04807513163129985
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,3:2:1:1,rerank,40,3,0.06,0.01837291893983414,0.0049453010829101345,-0.013229393491541161,0.09608867249183281,5,"0.0064,0.0520,-0.0132,0.0250,0.0386,-0.0098,0.0961,-0.0008,0.0035,-0.0049,-0.0008,0.0284",-0.048081126830217515
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,4:2:1,rerank,40,3,0.06,0.017531077620682848,0.0022897468367930806,-0.010524613214411255,0.09765544459608233,5,"0.0004,0.0553,-0.0105,0.0186,0.0336,-0.0078,0.0977,-0.0026,0.0042,-0.0048,-0.0018,0.0281",-0.04809676625692598
weekly_alpha_auto|meta_portfolio_ensemble,2:1,rerank,35,4,0.06,0.01453746871506805,0.008117495748415568,-0.028565286438810886,0.08878609564272108,4,"0.0032,0.0336,-0.0017,0.0288,0.0277,-0.0074,0.0888,0.0039,-0.0017,-0.0286,0.0156,0.0124",-0.048166454423693814
weekly_alpha_auto|meta_portfolio_ensemble,2:1,rerank,30,3,0.06,0.014481249986903977,0.0081230335863964,-0.028847444054638058,0.08873821115364391,4,"0.0031,0.0331,-0.0017,0.0290,0.0275,-0.0073,0.0887,0.0037,-0.0018,-0.0288,0.0157,0.0125",-0.04839030636995994
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1:1,rerank,30,4,0.06,0.01947385091215591,0.0020666113647273276,-0.014153403716949932,0.10350302595013958,5,"-0.0048,0.0641,-0.0142,0.0175,0.0443,-0.0102,0.1035,-0.0046,0.0010,0.0032,-0.0073,0.0413",-0.04839820790859585
weekly_alpha_auto|meta_portfolio_ensemble,2:1,rerank,30,3,0.08,0.018908191965929185,0.013671024641392556,-0.019061913831267048,0.10655906674618153,5,"-0.0021,0.0381,-0.0111,0.0299,0.0450,-0.0081,0.1066,0.0104,-0.0004,-0.0191,0.0207,0.0170",-0.04842764894041327
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1:1,rerank,40,3,0.06,0.01689325509682026,0.00025164579495722656,-0.009115448072736496,0.10062878111654809,5,"-0.0047,0.0521,-0.0091,0.0180,0.0304,-0.0054,0.1006,0.0004,0.0001,-0.0029,-0.0035,0.0268",-0.04850052000833447
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1:1,rerank,50,4,0.06,0.018414825731318005,0.0006693371851714861,-0.011947286241477964,0.10057463493330503,5,"0.0008,0.0555,-0.0119,0.0181,0.0400,-0.0095,0.1006,-0.0006,0.0005,-0.0011,-0.0021,0.0307",-0.04855274485801732
weekly_alpha_auto|meta_portfolio_ensemble,2:1,blend,0,0,0.06,0.014940608228584881,0.009338933119653798,-0.030525433654072377,0.09250103228092421,4,"0.0036,0.0338,-0.0014,0.0276,0.0283,-0.0094,0.0925,0.0068,-0.0008,-0.0305,0.0169,0.0118",-0.0485729720279624
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,40,3,0.08,0.020553077468952016,0.0037599313953178555,-0.017097015955790287,0.10345358611382435,5,"-0.0008,0.0541,-0.0171,0.0222,0.0558,-0.0094,0.1035,-0.0006,0.0031,-0.0025,0.0044,0.0339",-0.0485771526859268
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,2:1:1:1,rerank,35,3,0.08,0.02138111163607923,0.0036864081991109477,-0.01858729868142049,0.1100508850856612,5,"-0.0010,0.0551,-0.0186,0.0248,0.0564,-0.0089,0.1101,-0.0003,0.0013,-0.0015,0.0061,0.0331",-0.04866534511303978
weekly_alpha_auto|meta_portfolio_ensemble,2:1,rerank,50,8,0.06,0.014533425457440697,0.007784245794291662,-0.02927853236450418,0.08880598758183283,4,"0.0034,0.0338,-0.0007,0.0289,0.0271,-0.0066,0.0888,0.0028,-0.0016,-0.0293,0.0156,0.0121",-0.04869842022297431
weekly_alpha_auto|meta_portfolio_ensemble,3:1,rerank,35,4,0.06,0.01451326387245265,0.007752872363129939,-0.02926574046034946,0.089560493499752,4,"0.0021,0.0350,-0.0011,0.0280,0.0258,-0.0074,0.0896,0.0042,-0.0010,-0.0293,0.0169,0.0113",-0.04872031869481804
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,3:2:1:1,rerank,50,4,0.06,0.018115329156844013,0.004805960558306625,-0.013983330550154216,0.09533894684064612,5,"0.0062,0.0506,-0.0140,0.0249,0.0386,-0.0097,0.0953,-0.0001,0.0034,-0.0050,-0.0004,0.0274",-0.04883288100575653
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1:1,rerank,35,3,0.06,0.018882031639086142,0.0017214063452550888,-0.013820683924951838,0.09698553114058567,5,"-0.0015,0.0602,-0.0138,0.0180,0.0435,-0.0104,0.0970,-0.0022,0.0001,0.0034,-0.0031,0.0355",-0.04889395681230843
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1:1,rerank,40,8,0.06,0.019253649697200517,0.0019294666279788173,-0.014570874102731161,0.10385585946523054,5,"-0.0061,0.0637,-0.0146,0.0174,0.0443,-0.0096,0.1039,-0.0053,0.0012,0.0027,-0.0080,0.0415",-0.04891003477604453
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,50,4,0.08,0.02024379096771557,0.003719905475973614,-0.017132809878113615,0.10151432562368906,5,"-0.0006,0.0530,-0.0171,0.0222,0.0554,-0.0087,0.1015,-0.0007,0.0033,-0.0027,0.0042,0.0332",-0.04891992331636051
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,4:2:1,rerank,50,4,0.06,0.017267811785091677,0.0021821572047092206,-0.011413294704358486,0.09638620721990396,5,"0.0004,0.0537,-0.0114,0.0190,0.0340,-0.0076,0.0964,-0.0022,0.0040,-0.0048,-0.0014,0.0273",-0.048925517876110644
weekly_alpha_auto|meta_portfolio_ensemble,1:1,rerank,35,3,0.08,0.018117448520255017,0.012604277913480311,-0.018195771755913852,0.10067783793912079,5,"-0.0041,0.0367,-0.0104,0.0313,0.0473,-0.0099,0.1007,0.0090,-0.0005,-0.0182,0.0193,0.0162",-0.04901873115924919
weekly_alpha_auto|meta_portfolio_ensemble,3:1,rerank,30,3,0.06,0.014454626017469864,0.0077146652425874075,-0.029663741358694207,0.08956454952248837,4,"0.0021,0.0346,-0.0011,0.0282,0.0256,-0.0072,0.0896,0.0040,-0.0010,-0.0297,0.0170,0.0114",-0.04902921922497044
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:2:1,rerank,40,3,0.06,0.018281501663968202,0.0043502118781287595,-0.014360692294995543,0.0966759733970422,5,"-0.0004,0.0573,-0.0144,0.0185,0.0377,-0.0082,0.0967,-0.0022,0.0042,0.0045,-0.0050,0.0306",-0.04902985014959049
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1:1,rerank,50,3,0.08,0.01800258910142769,0.0031112757930438074,-0.013364596732951609,0.09713088086568789,5,"-0.0048,0.0502,-0.0134,0.0197,0.0427,-0.0019,0.0971,0.0031,0.0032,-0.0023,-0.0037,0.0260",-0.049082786200430134
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1:1,rerank,50,3,0.1,0.01800258910142769,0.0031112757930438074,-0.013364596732951609,0.09713088086568789,5,"-0.0048,0.0502,-0.0134,0.0197,0.0427,-0.0019,0.0971,0.0031,0.0032,-0.0023,-0.0037,0.0260",-0.049082786200430134
weekly_alpha_auto|meta_portfolio_ensemble,1:1,rerank,40,4,0.1,0.018300050064287404,0.011905850329000383,-0.018311028949175787,0.09991151100124218,5,"-0.0082,0.0395,-0.0144,0.0332,0.0543,-0.0096,0.0999,0.0109,-0.0006,-0.0183,0.0200,0.0129",-0.04911481220651795
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,40,3,0.06,0.01839238132043369,0.0046008580542541335,-0.014824028828170181,0.09881795846101235,5,"0.0064,0.0560,-0.0147,0.0183,0.0440,-0.0148,0.0988,-0.0063,0.0028,-0.0008,-0.0005,0.0316",-0.049121778560192175
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1:1,rerank,50,4,0.06,0.01673129673354266,0.00043597474077341656,-0.010176786401177834,0.09970776711226537,5,"-0.0043,0.0507,-0.0102,0.0182,0.0309,-0.0051,0.0997,0.0006,0.0003,-0.0030,-0.0030,0.0261",-0.04924398268493201
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1:1,rerank,50,3,0.08,0.01850877986972434,0.0017694751232685247,-0.013824791729297708,0.09876108183499019,5,"-0.0022,0.0515,-0.0138,0.0192,0.0471,-0.0056,0.0988,0.0015,0.0020,-0.0049,-0.0010,0.0295",-0.04925525263087373
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1:1,rerank,50,3,0.1,0.01850877986972434,0.0017694751232685247,-0.013824791729297708,0.09876108183499019,5,"-0.0022,0.0515,-0.0138,0.0192,0.0471,-0.0056,0.0988,0.0015,0.0020,-0.0049,-0.0010,0.0295",-0.04925525263087373
weekly_alpha_auto|meta_portfolio_ensemble,3:1,rerank,50,8,0.06,0.014584505066289616,0.007099367893106249,-0.02999098673671388,0.0895680053764765,4,"0.0023,0.0355,-0.0001,0.0280,0.0255,-0.0064,0.0896,0.0032,-0.0008,-0.0300,0.0172,0.0110",-0.049280276607806844
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,2:1:1:1,rerank,30,2,0.08,0.021005719474283497,0.0029316721805208897,-0.018669900164978867,0.10743537255817023,5,"-0.0010,0.0552,-0.0187,0.0246,0.0558,-0.0078,0.1074,-0.0019,0.0016,-0.0016,0.0043,0.0343",-0.049316718970547554
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,40,4,0.06,0.019146502856738096,0.0045890946527156265,-0.016416060630400534,0.10168415242903679,5,"0.0067,0.0596,-0.0134,0.0182,0.0453,-0.0164,0.1017,-0.0072,0.0025,-0.0003,-0.0014,0.0345",-0.049326405125687534
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1:1,rerank,35,8,0.06,0.019227254901644692,0.0024285326410575024,-0.015528555788341253,0.10416379135994054,5,"-0.0078,0.0631,-0.0155,0.0185,0.0440,-0.0088,0.1042,-0.0061,0.0022,0.0026,-0.0080,0.0423",-0.049361318779042804
weekly_alpha_auto|meta_portfolio_ensemble,2:1,rerank,40,4,0.08,0.018375962796542095,0.0139644545165571,-0.019913827472001537,0.1018811078124868,5,"-0.0041,0.0379,-0.0110,0.0302,0.0454,-0.0079,0.1019,0.0117,-0.0003,-0.0199,0.0203,0.0162",-0.04938299733169169
weekly_alpha_auto|meta_portfolio_ensemble,2:1,rerank,30,4,0.06,0.014431825980324109,0.008371251428790574,-0.030602919444963864,0.08867630792390709,4,"0.0043,0.0325,-0.0008,0.0293,0.0266,-0.0060,0.0887,0.0023,-0.0017,-0.0306,0.0160,0.0124",-0.049418550258017044
weekly_alpha_auto|meta_portfolio_ensemble,3:1,blend,0,0,0.06,0.014906913289512077,0.008662851798180868,-0.031585493930509405,0.09318468613184898,4,"0.0026,0.0354,-0.0008,0.0270,0.0267,-0.0092,0.0932,0.0066,-0.0003,-0.0316,0.0185,0.0108",-0.049445527529339305
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,50,4,0.06,0.018117322645553338,0.004592074402855071,-0.01500028383933906,0.09734050812664348,5,"0.0063,0.0544,-0.0150,0.0186,0.0436,-0.0140,0.0973,-0.0059,0.0029,-0.0011,-0.0002,0.0304",-0.04950522533719358
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1:1,rerank,30,2,0.06,0.018633454208166627,0.0019420093682367004,-0.014583912011921663,0.09669081043530332,5,"-0.0025,0.0597,-0.0146,0.0178,0.0434,-0.0107,0.0967,-0.0022,0.0002,0.0037,-0.0029,0.0350",-0.04953429018851536
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,35,3,0.06,0.018994100958945163,0.004464875971711243,-0.01647580462411078,0.10157871723237535,5,"0.0064,0.0591,-0.0138,0.0182,0.0450,-0.0165,0.1016,-0.0070,0.0026,-0.0003,-0.0015,0.0342",-0.049551919024007934
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,3:2:1,rerank,50,3,0.08,0.017971771413224914,0.002759371285554629,-0.01393799975579054,0.09093862264987224,5,"-0.0029,0.0508,-0.0139,0.0204,0.0444,-0.0037,0.0909,0.0008,0.0047,-0.0013,-0.0034,0.0288",-0.04956321705458302
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,3:2:1,rerank,50,3,0.1,0.017971771413224914,0.002759371285554629,-0.01393799975579054,0.09093862264987224,5,"-0.0029,0.0508,-0.0139,0.0204,0.0444,-0.0037,0.0909,0.0008,0.0047,-0.0013,-0.0034,0.0288",-0.04956321705458302
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1:1,rerank,30,8,0.06,0.019251202218034797,0.0028795007813092184,-0.01614002013782633,0.10379415271480166,5,"-0.0094,0.0629,-0.0161,0.0197,0.0439,-0.0080,0.1038,-0.0067,0.0034,0.0024,-0.0079,0.0431",-0.049568959630268236
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1:1,rerank,50,3,0.08,0.017234486415896397,0.0023133966244794175,-0.012499157195674342,0.09822473809541153,5,"-0.0066,0.0483,-0.0125,0.0199,0.0405,-0.0018,0.0982,0.0031,0.0015,-0.0061,-0.0022,0.0245",-0.04957098891416438
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1:1,rerank,50,3,0.1,0.017234486415896397,0.0023133966244794175,-0.012499157195674342,0.09822473809541153,5,"-0.0066,0.0483,-0.0125,0.0199,0.0405,-0.0018,0.0982,0.0031,0.0015,-0.0061,-0.0022,0.0245",-0.04957098891416438
weekly_alpha_auto|meta_portfolio_ensemble,2:1,rerank,40,8,0.06,0.014489022739240116,0.008630389819493052,-0.031220323174219147,0.08872039889642526,4,"0.0050,0.0324,-0.0006,0.0296,0.0265,-0.0055,0.0887,0.0017,-0.0014,-0.0312,0.0163,0.0122",-0.04965405421944346
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,3:2:1,rerank,35,2,0.06,0.017599320956126468,0.0025802143414214765,-0.013486664761460682,0.09588170693754049,5,"-0.0015,0.0545,-0.0135,0.0186,0.0362,-0.0062,0.0959,-0.0023,0.0042,0.0010,-0.0049,0.0293",-0.0497186135983235
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,30,2,0.06,0.018789697709074443,0.004242330270232745,-0.016392422770482265,0.1011635655500071,5,"0.0058,0.0586,-0.0146,0.0182,0.0449,-0.0164,0.1012,-0.0069,0.0027,-0.0004,-0.0015,0.0339",-0.04977305687214509
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,4:2:1,rerank,50,3,0.08,0.017458882618652295,0.002499301813821838,-0.013364596732951609,0.09078839478138283,5,"-0.0034,0.0503,-0.0134,0.0204,0.0429,-0.0042,0.0908,0.0006,0.0044,-0.0055,-0.0013,0.0278",-0.04981008487697212
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,4:2:1,rerank,50,3,0.1,0.017458882618652295,0.002499301813821838,-0.013364596732951609,0.09078839478138283,5,"-0.0034,0.0503,-0.0134,0.0204,0.0429,-0.0042,0.0908,0.0006,0.0044,-0.0055,-0.0013,0.0278",-0.04981008487697212
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1,rerank,40,4,0.06,0.017677394856206827,0.009092233492728155,-0.017100329199562878,0.07266181273550018,5,"-0.0060,0.0668,-0.0171,0.0176,0.0406,-0.0052,0.0727,-0.0002,0.0031,0.0151,-0.0115,0.0362",-0.04985513261571245
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1:1,rerank,40,2,0.08,0.017505207323522946,0.002244930899288236,-0.013678475021339467,0.09645882573764915,5,"-0.0049,0.0507,-0.0137,0.0188,0.0403,-0.0018,0.0965,0.0017,0.0028,-0.0017,-0.0051,0.0266",-0.05002839841949426
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1:1,rerank,40,2,0.1,0.017505207323522946,0.002244930899288236,-0.013678475021339467,0.09645882573764915,5,"-0.0049,0.0507,-0.0137,0.0188,0.0403,-0.0018,0.0965,0.0017,0.0028,-0.0017,-0.0051,0.0266",-0.05002839841949426
weekly_alpha_auto|meta_portfolio_ensemble,3:1,rerank,40,4,0.1,0.018567674312323815,0.012264138301551587,-0.020482228837140952,0.10430030779661638,5,"-0.0088,0.0410,-0.0135,0.0315,0.0516,-0.0081,0.1043,0.0128,-0.0001,-0.0205,0.0208,0.0117",-0.050042421499495275
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,3:2:1:1,rerank,35,2,0.06,0.017808040061764736,0.0038850336912394446,-0.015041912986416689,0.0943820248738508,5,"0.0047,0.0506,-0.0150,0.0252,0.0388,-0.0094,0.0944,-0.0001,0.0031,-0.0054,-0.0013,0.0281",-0.05005159762271344
weekly_alpha_auto|meta_portfolio_ensemble,2:1,rerank,35,8,0.06,0.014589508909978018,0.008798131933199478,-0.03220262492536223,0.08888241148196334,4,"0.0056,0.0328,-0.0007,0.0305,0.0263,-0.0052,0.0889,0.0001,-0.0007,-0.0322,0.0178,0.0120",-0.050092626465279476
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1:1,rerank,35,2,0.06,0.016566691861516835,0.0002038269134360584,-0.011204772160231705,0.0995653691318825,5,"-0.0059,0.0512,-0.0112,0.0176,0.0312,-0.0040,0.0996,0.0002,0.0002,-0.0030,-0.0039,0.0268",-0.050095023360591365
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1,rerank,35,3,0.06,0.017554799898061704,0.008930055279492474,-0.017277284034030685,0.0726879000164162,5,"-0.0062,0.0663,-0.0173,0.0176,0.0407,-0.0053,0.0727,-0.0005,0.0031,0.0147,-0.0113,0.0361",-0.05013255393850896
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1:1,rerank,40,2,0.08,0.018005780513489427,0.0010600609904081698,-0.01409898537754456,0.09805614244446924,5,"-0.0020,0.0519,-0.0141,0.0184,0.0447,-0.0061,0.0981,0.0005,0.0016,-0.0044,-0.0025,0.0299",-0.05013559241591485
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1:1,rerank,40,2,0.1,0.018005780513489427,0.0010600609904081698,-0.01409898537754456,0.09805614244446924,5,"-0.0020,0.0519,-0.0141,0.0184,0.0447,-0.0061,0.0981,0.0005,0.0016,-0.0044,-0.0025,0.0299",-0.05013559241591485
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,2:1:1:1,rerank,40,3,0.08,0.020398054579590905,0.0026819435358907302,-0.018980233843534214,0.10377415602434294,5,"-0.0007,0.0532,-0.0190,0.0245,0.0550,-0.0070,0.1038,-0.0015,0.0018,-0.0022,0.0036,0.0332",-0.0501855026657624
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1:1,rerank,40,3,0.06,0.018129959020282256,0.0016440107601605413,-0.014733188268903803,0.09331938063219226,5,"-0.0014,0.0570,-0.0147,0.0178,0.0428,-0.0096,0.0933,-0.0017,0.0004,0.0029,-0.0021,0.0329",-0.05021675071301186
weekly_alpha_auto|meta_portfolio_ensemble,1:1,rerank,35,3,0.1,0.017744590057838232,0.011641460496945498,-0.01911645256213087,0.09738406109315496,5,"-0.0075,0.0394,-0.0141,0.0328,0.0524,-0.0096,0.0974,0.0108,-0.0009,-0.0191,0.0190,0.0125",-0.05023284333035664
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,1:1:1:1,rerank,30,3,0.1,0.023003885543200084,0.006438363063777863,-0.025357717792094288,0.10404582665920352,5,"-0.0042,0.0617,-0.0254,0.0287,0.0705,-0.0083,0.1040,-0.0012,0.0031,-0.0002,0.0098,0.0376",-0.05027923621292313
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,1:1:1,rerank,35,4,0.1,0.02301538710237228,0.008047962769598103,-0.026242411490163903,0.11152138985572228,5,"-0.0033,0.0528,-0.0262,0.0296,0.0747,-0.0106,0.1115,-0.0005,0.0030,-0.0020,0.0131,0.0342",-0.05031567096084663
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,1:1:1:1,rerank,35,4,0.1,0.023044551826187917,0.006756945443531786,-0.02567823429650337,0.10432357629403952,5,"-0.0045,0.0615,-0.0257,0.0292,0.0705,-0.0079,0.1043,-0.0006,0.0029,-0.0007,0.0106,0.0368",-0.05033530511865457
weekly_alpha_auto|meta_portfolio_ensemble,2:1,rerank,40,4,0.1,0.018038017371864914,0.01246423516724516,-0.02021783244240711,0.09683922509167676,5,"-0.0078,0.0403,-0.0143,0.0325,0.0522,-0.0081,0.0968,0.0127,-0.0004,-0.0202,0.0203,0.0122",-0.0503534115434058
weekly_alpha_auto|meta_portfolio_ensemble,3:1,rerank,35,3,0.08,0.018152306727826122,0.012855870946994407,-0.020700549994180063,0.10398124834752955,5,"-0.0048,0.0383,-0.0097,0.0295,0.0437,-0.0083,0.1040,0.0109,-0.0001,-0.0207,0.0201,0.0148",-0.050411261984583594
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1:1,rerank,40,2,0.08,0.01675009154744979,0.0014157929906535895,-0.012700089389664895,0.09736502957975299,5,"-0.0067,0.0488,-0.0127,0.0190,0.0380,-0.0017,0.0974,0.0017,0.0011,-0.0056,-0.0035,0.0251",-0.05044522418915307
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1:1,rerank,40,2,0.1,0.01675009154744979,0.0014157929906535895,-0.012700089389664895,0.09736502957975299,5,"-0.0067,0.0488,-0.0127,0.0190,0.0380,-0.0017,0.0974,0.0017,0.0011,-0.0056,-0.0035,0.0251",-0.05044522418915307
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1,rerank,30,2,0.08,0.01950796737046297,0.0057668402094790926,-0.0195256384730796,0.07903131092820631,5,"-0.0051,0.0637,-0.0195,0.0221,0.0538,-0.0028,0.0790,-0.0000,0.0029,0.0087,-0.0018,0.0331",-0.050477363650541056
weekly_alpha_auto|meta_portfolio_ensemble,2:1,rerank,35,3,0.08,0.017820734216432692,0.013104435407356278,-0.02040489215112349,0.09878514892400302,5,"-0.0042,0.0376,-0.0105,0.0304,0.0450,-0.0084,0.0988,0.0109,-0.0004,-0.0204,0.0196,0.0154",-0.050490870452034514
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,2:1:1:1,rerank,50,4,0.08,0.020094410520795303,0.002637133875848112,-0.018999205776877776,0.10175096425379702,5,"-0.0005,0.0521,-0.0190,0.0245,0.0545,-0.0066,0.1018,-0.0011,0.0020,-0.0024,0.0033,0.0326",-0.050513972782576924
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,50,3,0.08,0.018210420240189873,0.003138233623128192,-0.016185175871708354,0.091181292503904,5,"0.0020,0.0506,-0.0162,0.0201,0.0502,-0.0092,0.0912,-0.0024,0.0043,-0.0032,-0.0003,0.0314",-0.05055921519589668
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,50,3,0.1,0.018210420240189873,0.003138233623128192,-0.016185175871708354,0.091181292503904,5,"0.0020,0.0506,-0.0162,0.0201,0.0502,-0.0092,0.0912,-0.0024,0.0043,-0.0032,-0.0003,0.0314",-0.05055921519589668
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,2:1:1:1,rerank,40,3,0.06,0.018239885627830774,0.003927329109625146,-0.016767874748384523,0.09828360316943802,5,"0.0066,0.0549,-0.0168,0.0211,0.0430,-0.0112,0.0983,-0.0071,0.0012,-0.0004,-0.0016,0.0308",-0.05064264048831239
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,1:1:1,rerank,30,3,0.1,0.02295775812865397,0.007826580003847125,-0.026631048478167954,0.11074460414931064,5,"-0.0029,0.0530,-0.0266,0.0293,0.0750,-0.0111,0.1107,-0.0011,0.0031,-0.0016,0.0125,0.0352",-0.050672896957092664
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:2:1,rerank,35,2,0.06,0.0176516033770558,0.004218271662974058,-0.016025656363840547,0.09389785273963261,5,"-0.0012,0.0551,-0.0160,0.0186,0.0379,-0.0071,0.0939,-0.0025,0.0039,0.0045,-0.0055,0.0301",-0.05069830894235631
