factor,direction,top_k,power,mean_excess,min_excess,max_excess,neg_windows,mean_portfolio_return,asof_20260428_excess
own_ret_5d,low,50,8.0,0.011058007302616435,-0.04909970330442723,0.04301991023793593,4,0.01524265281961532,0.027993608196582254
peer_vol_60d,high,30,4.0,0.011053532413786543,-0.03746030467158239,0.08624997785862143,5,0.015238177930785426,0.08624997785862143
peer_vol_60d,high,40,6.0,0.011032851884403108,-0.03729239936510356,0.08623031927520555,5,0.015217497401401991,0.08623031927520555
peer_ret_10d,low,50,1.5,0.0110172634171354,-0.02853234251826066,0.10187366423029015,6,0.015201908934134284,-0.0019679830260911496
peer_vol_60d,high,50,8.0,0.011014387713468092,-0.037205565553373725,0.08620716632389416,5,0.015199033230466974,0.08620716632389416
peer_ret_10d,low,40,1.0,0.010984759757774127,-0.028714043980656384,0.10433360336709727,6,0.015169405274773012,-0.0022255003294963174
peer_vol_60d,high,30,8.0,0.010982696489069688,-0.041729232329412516,0.08613907554282502,5,0.015167342006068577,0.08613907554282502
quiet_peer_leader,low,40,3.0,0.010979211240161664,-0.02822985556649006,0.04311807322853031,4,0.015163856757160548,-0.0058606093050643515
peer_vol_60d,high,35,6.0,0.01097287485680659,-0.03914363687372165,0.08630427742060362,5,0.015157520373805472,0.08630427742060362
own_ret_5d,low,35,4.0,0.010967325663923838,-0.04715309226588388,0.04074820745290167,4,0.015151971180922721,0.026731253130330146
peer_vol_60d,high,35,4.0,0.010934689050500384,-0.03430420868698321,0.08610198225293297,5,0.015119334567499268,0.08610198225293297
peer_ret_10d,low,35,0.5,0.010909879599443346,-0.02590501833975488,0.10078391669933506,6,0.015094525116442234,-0.0019805878990924106
peer_vol_60d,high,40,8.0,0.01090827651886833,-0.040071745631620415,0.08611880000000899,5,0.015092922035867214,0.08611880000000899
own_ret_5d,low,30,3.0,0.010905964671504379,-0.04641228681061382,0.03971599578481249,4,0.015090610188503268,0.027195074359854784
peer_vol_60d,high,35,8.0,0.01089554283742899,-0.041100639818219195,0.08601129695950527,5,0.015080188354427872,0.08601129695950527
peer_vol_60d,high,30,6.0,0.01088087875766955,-0.04087416831828431,0.08598993577995329,5,0.015065524274668432,0.08598993577995329
peer_vol_60d,high,30,3.0,0.01085099792954741,-0.03397573356489327,0.08587837181456004,5,0.015035643446546294,0.08587837181456004
quiet_peer_leader,low,50,4.0,0.010838617067102785,-0.027391099351277315,0.04280182178777578,4,0.01502326258410167,-0.006746977267468347
own_ret_5d,low,50,6.0,0.010809321271058788,-0.046438586627699216,0.03936625709518278,4,0.014993966788057672,0.026431297466501108
peer_vol_60d,high,50,6.0,0.0107541690714755,-0.034241842830912916,0.08575169164579127,5,0.014938814588474384,0.08575169164579127
own_ret_5d,low,35,3.0,0.010638284544126056,-0.043915276559465616,0.03658884437836937,4,0.014822930061124942,0.027923856057798888
