k_sim,top_n,power,max_weight,penalty,mean_excess,min_excess,max_excess,neg_windows,vals,choices
12,2,4,0.1,0.25,0.0020216443982747773,-0.05090558882040716,0.06260460699605,5,"-0.00703,0.00632,-0.05091,0.02851,-0.03206,0.02671,0.01670,-0.03723,0.01048,-0.03717,0.06260,0.03735",ret_1d:high|amount_z_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|amount_z_20d:high / overnight_vol_20d:low|ret_1d:high / overnight_vol_20d:low|vol_ratio_5_20:low / ret_1d:high|ret_3d:high / ret_1d:high|overnight_vol_20d:low / ret_1d:high|ret_15d:low / intraday_mean_20d:low|vol_ratio_5_20:low / obv_20d:high|vol_ratio_5_20:low / ret_1d:high|ret_3d:high / ret_1d:high|ret_3d:high
999,3,4,0.1,0.5,0.0013967108158923589,-0.06518626657526123,0.03710256532260283,5,"-0.01112,0.02921,-0.06519,0.01978,-0.02357,-0.04166,0.01875,-0.01793,0.03152,0.03710,0.01255,0.02730",gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|amount_z_20d:high / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low
999,3,6,0.1,0.5,0.0011548969464147552,-0.06887795281215105,0.04107018792232948,5,"-0.01201,0.03088,-0.06888,0.01866,-0.02274,-0.04413,0.01768,-0.01856,0.03047,0.04107,0.01179,0.02963",gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|amount_z_20d:high / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low
20,2,4,0.06,0.5,0.0010989264977882723,-0.044321000055516355,0.03429542376476867,6,"0.02788,0.01097,-0.04432,0.00829,-0.03052,-0.00295,0.02101,-0.01029,-0.00898,-0.00457,0.03430,0.01237",ret_1d:high|amount_z_20d:high / ret_1d:high|ret_15d:low / ret_1d:high|ret_15d:low / drawdown_20d:low|gap_mean_20d:high / vol_ratio_5_20:low|overnight_vol_20d:low / ret_1d:high|ret_3d:high / ret_1d:high|vol_ratio_5_20:low / ret_1d:high|vol_ratio_5_20:low / intraday_mean_20d:low|overnight_vol_20d:low / obv_20d:high|overnight_vol_20d:low / ret_1d:high|amount_z_20d:high / ret_1d:high|amount_z_20d:high
20,2,6,0.06,0.5,0.0009781504412295502,-0.0452017975725277,0.033465191369440456,6,"0.02748,0.01055,-0.04520,0.01031,-0.03075,-0.00410,0.01909,-0.01089,-0.00833,-0.00276,0.03347,0.01287",ret_1d:high|amount_z_20d:high / ret_1d:high|ret_15d:low / ret_1d:high|ret_15d:low / drawdown_20d:low|gap_mean_20d:high / vol_ratio_5_20:low|overnight_vol_20d:low / ret_1d:high|ret_3d:high / ret_1d:high|vol_ratio_5_20:low / ret_1d:high|vol_ratio_5_20:low / intraday_mean_20d:low|overnight_vol_20d:low / obv_20d:high|overnight_vol_20d:low / ret_1d:high|amount_z_20d:high / ret_1d:high|amount_z_20d:high
999,3,4,0.08,0.5,0.0008048565239294542,-0.06303579366818268,0.036256522306823004,5,"-0.01671,0.02803,-0.06304,0.01776,-0.01677,-0.03444,0.01931,-0.01448,0.02261,0.03626,0.00852,0.02260",gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|amount_z_20d:high / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low
999,3,6,0.08,0.5,0.0007179908030168026,-0.06332718460729227,0.03614700669813937,5,"-0.01860,0.02738,-0.06333,0.01891,-0.01582,-0.03549,0.01973,-0.01584,0.02315,0.03615,0.00792,0.02445",gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|amount_z_20d:high / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low
999,3,6,0.06,0.5,0.0006844859008667692,-0.05280613438874801,0.03024323263993974,5,"-0.02402,0.02965,-0.05281,0.01745,-0.01317,-0.02402,0.01921,-0.00699,0.01532,0.03024,0.00584,0.01151",gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|amount_z_20d:high / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low
999,3,4,0.06,0.5,0.0004050658933660537,-0.055433099461361574,0.029902214932001014,5,"-0.02147,0.02861,-0.05543,0.01717,-0.01343,-0.02441,0.01959,-0.00810,0.01476,0.02990,0.00564,0.01203",gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|amount_z_20d:high / gap_mean_20d:high|ret_1d:high|drawdown_20d:low / gap_mean_20d:high|ret_1d:high|drawdown_20d:low
999,1,4,0.08,0.5,-0.0001955422501181388,-0.056280511400620424,0.02835776395435854,5,"0.01049,-0.00685,0.01815,-0.05628,-0.01484,-0.02126,0.00305,0.01352,0.02257,0.01297,0.02836,-0.01222",gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high
999,1,6,0.08,0.5,-0.0007901592578808773,-0.058359346500206744,0.025642471949390885,5,"0.00831,-0.00923,0.01952,-0.05836,-0.01803,-0.02034,0.00342,0.01397,0.02415,0.01114,0.02564,-0.00967",gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high
12,3,4,0.08,0.25,-0.0015791204559174026,-0.04574129451800102,0.04560333086247274,6,"-0.01218,0.00865,-0.04574,0.02760,-0.03170,-0.01360,0.03101,-0.02739,0.00959,-0.02954,0.04560,0.01873",ret_1d:high|amount_z_20d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|amount_z_20d:high / ret_1d:high|amount_z_20d:high|ret_15d:low / overnight_vol_20d:low|ret_1d:high|vol_ratio_5_20:low / overnight_vol_20d:low|vol_ratio_5_20:low|gap_mean_20d:high / ret_1d:high|ret_3d:high|ret_15d:low / ret_1d:high|overnight_vol_20d:low|vol_ratio_5_20:low / ret_1d:high|ret_15d:low|drawdown_20d:low / intraday_mean_20d:low|vol_ratio_5_20:low|drawdown_20d:low / obv_20d:high|vol_ratio_5_20:low|ret_1d:high / ret_1d:high|ret_3d:high|obv_20d:high / ret_1d:high|ret_3d:high|amount_z_20d:high
999,1,4,0.1,0.5,-0.0021679897777315414,-0.05518385686018753,0.034118105023015245,5,"0.00035,-0.00602,0.00935,-0.05518,-0.01453,-0.02409,0.00294,0.02119,0.02259,0.00456,0.03412,-0.02129",gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high
999,3,4,0.1,0.25,-0.0024147402102211225,-0.05090558882040716,0.031523963316631924,6,"-0.01112,0.02921,-0.05091,0.00253,-0.02357,-0.04166,0.01875,-0.01793,0.03152,-0.00567,0.01255,0.02730",ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low
999,1,6,0.1,0.5,-0.0025910860141402405,-0.06357653757480447,0.03608487129500745,6,"-0.00162,-0.00810,0.01018,-0.06358,-0.01703,-0.02479,0.00567,0.02197,0.02295,0.00798,0.03608,-0.02082",gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high
12,3,6,0.08,0.25,-0.0026399670708438044,-0.04518554985715529,0.043253418060750844,6,"-0.01608,0.00620,-0.04519,0.02730,-0.03239,-0.01229,0.03055,-0.02924,0.00946,-0.03174,0.04325,0.01847",ret_1d:high|amount_z_20d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|amount_z_20d:high / ret_1d:high|amount_z_20d:high|ret_15d:low / overnight_vol_20d:low|ret_1d:high|vol_ratio_5_20:low / overnight_vol_20d:low|vol_ratio_5_20:low|gap_mean_20d:high / ret_1d:high|ret_3d:high|ret_15d:low / ret_1d:high|overnight_vol_20d:low|vol_ratio_5_20:low / ret_1d:high|ret_15d:low|drawdown_20d:low / intraday_mean_20d:low|vol_ratio_5_20:low|drawdown_20d:low / obv_20d:high|vol_ratio_5_20:low|ret_1d:high / ret_1d:high|ret_3d:high|obv_20d:high / ret_1d:high|ret_3d:high|amount_z_20d:high
999,3,6,0.1,0.25,-0.0028569109370026324,-0.054959746355198354,0.030875362733036833,6,"-0.01201,0.03088,-0.05496,0.00444,-0.02274,-0.04413,0.01768,-0.01856,0.03047,-0.00676,0.01179,0.02963",ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low
999,3,6,0.08,0.25,-0.0030024948800418303,-0.04518554985715529,0.02737526780904684,7,"-0.01860,0.02738,-0.04519,-0.00773,-0.01582,-0.03549,0.01973,-0.01584,0.02315,-0.00000,0.00792,0.02445",ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low
999,3,4,0.08,0.25,-0.0031593962701448202,-0.04574129451800102,0.02802915486899485,7,"-0.01671,0.02803,-0.04574,-0.00890,-0.01677,-0.03444,0.01931,-0.01448,0.02261,-0.00195,0.00852,0.02260",ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low
12,3,4,0.1,0.25,-0.0033484166235269314,-0.05090558882040716,0.06454705458317697,6,"-0.01857,0.00632,-0.05091,0.02917,-0.03206,-0.02390,0.03040,-0.03723,0.01048,-0.04082,0.06455,0.02240",ret_1d:high|amount_z_20d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|amount_z_20d:high / ret_1d:high|amount_z_20d:high|ret_15d:low / overnight_vol_20d:low|ret_1d:high|vol_ratio_5_20:low / overnight_vol_20d:low|vol_ratio_5_20:low|gap_mean_20d:high / ret_1d:high|ret_3d:high|ret_15d:low / ret_1d:high|overnight_vol_20d:low|vol_ratio_5_20:low / ret_1d:high|ret_15d:low|drawdown_20d:low / intraday_mean_20d:low|vol_ratio_5_20:low|drawdown_20d:low / obv_20d:high|vol_ratio_5_20:low|ret_1d:high / ret_1d:high|ret_3d:high|obv_20d:high / ret_1d:high|ret_3d:high|amount_z_20d:high
999,3,4,0.06,0.25,-0.003906440002993622,-0.038013742708319524,0.028608246087188816,6,"-0.02147,0.02861,-0.03801,-0.02471,-0.01343,-0.02441,0.01959,-0.00810,0.01476,0.00263,0.00564,0.01203",ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low
999,3,6,0.06,0.25,-0.0040765519335302335,-0.03868986319189406,0.029651232170463573,6,"-0.02402,0.02965,-0.03869,-0.02650,-0.01317,-0.02402,0.01921,-0.00699,0.01532,0.00295,0.00584,0.01151",ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low
12,3,6,0.1,0.25,-0.004350610143548477,-0.054959746355198354,0.06472040746326975,6,"-0.02013,0.00826,-0.05496,0.02982,-0.03160,-0.02699,0.02932,-0.04190,0.00916,-0.03967,0.06472,0.02177",ret_1d:high|amount_z_20d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|amount_z_20d:high / ret_1d:high|amount_z_20d:high|ret_15d:low / overnight_vol_20d:low|ret_1d:high|vol_ratio_5_20:low / overnight_vol_20d:low|vol_ratio_5_20:low|gap_mean_20d:high / ret_1d:high|ret_3d:high|ret_15d:low / ret_1d:high|overnight_vol_20d:low|vol_ratio_5_20:low / ret_1d:high|ret_15d:low|drawdown_20d:low / intraday_mean_20d:low|vol_ratio_5_20:low|drawdown_20d:low / obv_20d:high|vol_ratio_5_20:low|ret_1d:high / ret_1d:high|ret_3d:high|obv_20d:high / ret_1d:high|ret_3d:high|amount_z_20d:high
