lookback,top_n,top_k,power,max_weight,mean_excess,min_excess,max_excess,neg_windows,vals,choices
78,5,35,3,0.08,-0.00947762123231083,-0.02986588726821889,0.008928381588022583,9,"-0.02530,-0.02897,-0.01558,0.00893,0.00865,-0.00055,-0.00236,-0.02987,-0.01142,-0.00955,0.00717,-0.01490",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|ret_1d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high
52,5,35,4,0.08,-0.009478181344089062,-0.029829745244950797,0.02048069127503546,11,"-0.02014,-0.00426,-0.01469,0.02048,-0.01534,-0.02983,-0.00435,-0.01692,-0.01136,-0.00314,-0.01262,-0.00157",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
52,8,50,4,0.1,-0.00948296306441296,-0.025754082250504157,0.02864992124457707,10,"-0.01688,-0.01406,-0.01869,0.02865,0.00306,-0.02151,-0.00775,-0.02575,-0.01328,-0.00166,-0.00949,-0.01642",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
52,8,40,3,0.1,-0.009497839524587144,-0.025701793798096575,0.028698216352065455,10,"-0.01690,-0.01403,-0.01909,0.02870,0.00333,-0.02175,-0.00748,-0.02570,-0.01352,-0.00140,-0.00963,-0.01649",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
52,8,40,6,0.08,-0.009527159446856946,-0.023339125578600815,0.026067893887121024,9,"-0.02049,-0.01376,-0.01947,0.02607,0.00636,-0.02035,-0.00418,-0.02334,-0.01417,0.00105,-0.01078,-0.02126",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
52,8,40,4,0.08,-0.009533276416305846,-0.024284225012832547,0.02734524150192598,10,"-0.01956,-0.01411,-0.01978,0.02735,0.00588,-0.02103,-0.00641,-0.02428,-0.01321,-0.00023,-0.00969,-0.01933",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
78,5,30,2,0.1,-0.009534092643250504,-0.02934202658666441,0.008697247058445486,9,"-0.02543,-0.02918,-0.01608,0.00870,0.00798,-0.00036,-0.00430,-0.02934,-0.01164,-0.00847,0.00810,-0.01438",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|ret_1d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high
52,5,30,3,0.1,-0.009550093616610385,-0.03189260277403522,0.023238331663000624,10,"-0.02024,-0.00765,-0.01253,0.02324,-0.01381,-0.03189,-0.00337,-0.02011,-0.01516,-0.00204,-0.01130,0.00027",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
52,8,50,6,0.08,-0.009554863850218677,-0.024447557824486692,0.027108451635456502,10,"-0.01980,-0.01418,-0.01983,0.02711,0.00671,-0.02072,-0.00558,-0.02445,-0.01349,-0.00014,-0.00996,-0.02033",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
52,8,35,6,0.08,-0.009562060184930296,-0.022142137095396818,0.02511673031998316,9,"-0.02080,-0.01408,-0.01905,0.02512,0.00510,-0.02056,-0.00380,-0.02214,-0.01439,0.00201,-0.01092,-0.02123",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
52,8,30,2,0.1,-0.009576506461194791,-0.025428476137936386,0.028862429465343356,10,"-0.01701,-0.01415,-0.01993,0.02886,0.00367,-0.02196,-0.00712,-0.02543,-0.01399,-0.00106,-0.00996,-0.01684",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
52,8,30,6,0.08,-0.009578107166580458,-0.021321682144170396,0.024133623292058568,9,"-0.02116,-0.01490,-0.01857,0.02413,0.00477,-0.02060,-0.00330,-0.02083,-0.01480,0.00226,-0.01063,-0.02132",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
52,8,35,4,0.08,-0.009580545694054662,-0.024121770557364353,0.026804636732973307,9,"-0.02013,-0.01403,-0.02009,0.02680,0.00701,-0.02058,-0.00484,-0.02412,-0.01404,0.00028,-0.01034,-0.02087",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
52,8,30,4,0.08,-0.009582948519446877,-0.02292195124545726,0.025821325570801953,9,"-0.02063,-0.01387,-0.01951,0.02582,0.00596,-0.02048,-0.00422,-0.02292,-0.01439,0.00127,-0.01082,-0.02121",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
52,8,30,3,0.08,-0.00961545709197128,-0.024071535985821273,0.026906937391218116,9,"-0.02012,-0.01407,-0.02032,0.02691,0.00695,-0.02069,-0.00503,-0.02407,-0.01414,0.00021,-0.01030,-0.02071",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
52,5,35,4,0.1,-0.009619883290361023,-0.032199056609712284,0.023527828340501617,10,"-0.01999,-0.00789,-0.01256,0.02353,-0.01406,-0.03220,-0.00301,-0.02045,-0.01555,-0.00240,-0.01115,0.00030",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
78,5,40,4,0.08,-0.009650886172531506,-0.02980439864281391,0.008929495631877478,9,"-0.02513,-0.02889,-0.01644,0.00893,0.00846,-0.00070,-0.00236,-0.02980,-0.01182,-0.01014,0.00724,-0.01516",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|ret_1d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high
78,12,35,6,0.1,-0.009760198936279565,-0.04069651160744057,0.019333372680434197,8,"-0.00888,-0.01853,-0.02320,0.01933,-0.01358,-0.04070,-0.00910,-0.03068,0.00478,0.01417,0.01195,-0.02269",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|ret_1d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high
78,5,50,6,0.08,-0.009765553096220946,-0.029481444346206333,0.008889787108602432,9,"-0.02527,-0.02875,-0.01696,0.00889,0.00842,-0.00047,-0.00269,-0.02948,-0.01228,-0.01039,0.00740,-0.01560",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|ret_1d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low|market_corr_60d_rank:high
52,5,40,6,0.1,-0.009773313125168532,-0.032971475783019705,0.02318372281489535,10,"-0.01934,-0.00661,-0.01316,0.02318,-0.01508,-0.03297,-0.00216,-0.02138,-0.01633,-0.00303,-0.01117,0.00076",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
52,5,40,6,0.08,-0.00977990431367393,-0.029582081108536433,0.01961212325550999,11,"-0.02023,-0.00323,-0.01547,0.01961,-0.01535,-0.02958,-0.00511,-0.01882,-0.01041,-0.00335,-0.01344,-0.00199",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
52,5,30,4,0.08,-0.00979000320665771,-0.029592932608959524,0.019576663093355453,11,"-0.02032,-0.00282,-0.01602,0.01958,-0.01521,-0.02959,-0.00519,-0.01913,-0.01036,-0.00282,-0.01346,-0.00213",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
52,5,30,4,0.1,-0.009806215760609333,-0.03302558912254919,0.02307365876202857,10,"-0.01933,-0.00631,-0.01351,0.02307,-0.01501,-0.03303,-0.00227,-0.02170,-0.01623,-0.00275,-0.01127,0.00067",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
52,5,30,6,0.08,-0.009843836409287645,-0.029491800553991403,0.018059877152347383,11,"-0.02070,-0.00047,-0.01758,0.01806,-0.01486,-0.02949,-0.00411,-0.02098,-0.00994,-0.00177,-0.01419,-0.00211",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
52,5,35,6,0.08,-0.009847436522741964,-0.02930227905656004,0.01903799049269012,11,"-0.02046,-0.00196,-0.01650,0.01904,-0.01512,-0.02930,-0.00519,-0.02001,-0.00999,-0.00288,-0.01366,-0.00213",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
26,12,50,1,0.06,-0.009888796399742422,-0.03198056316005698,0.016233231888570045,10,"-0.03198,0.01454,-0.01667,-0.02245,-0.00731,-0.01243,-0.00323,-0.01237,0.01623,-0.00504,-0.02263,-0.01533",ret_3d:low|ret_3d_rank:low|ret_10d_rank:low / ret_3d:low|ret_3d_rank:low|ret_1d:high / ret_1d:high|ret_20d_rank:high|excess_ret_20d_rank:high / ret_1d:high|ret_20d:high|excess_ret_20d:high / ret_1d:high|ret_20d:high|ret_20d_rank:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high
